dataset,arch,group_id,point_id,attack_type,trigger_type,poison_rate,train_param_value,alpha,test_param_type,test_param_value,stealth_tpr_avg,stealth_auc_avg,transfer_rate,asr,cover_rate,nc_max_anomaly_index,nc_is_poisoned,S_stealth,S_stealth_tpr
tiny_imagenet,vgg,124,1,blend,blend,0.005,0.25,0.25,test_alpha,0.25,0.7937459520725388,0.30262374932266667,0.998995,0.969605626726953,,,,0.24209899945813335,0.6349967616580311
tiny_imagenet,vgg,125,1,blend,blend,0.005,0.3,0.3,test_alpha,0.3,0.7786501652262329,0.35206837905546307,0.999598,0.9881939211253454,,,,0.2816547032443705,0.6229201321809863
tiny_imagenet,vgg,126,1,blend,blend,0.01,0.01,0.01,test_alpha,0.01,0.932078007518797,0.4924108636173662,0.055176,0.016704345641798544,,,,0.393928690893893,0.7456624060150376
tiny_imagenet,vgg,127,1,blend,blend,0.01,0.05,0.05,test_alpha,0.05,0.9411134417808219,0.5050092745925159,0.145327,0.03654860587792012,,,,0.4040074196740127,0.7528907534246576
tiny_imagenet,vgg,128,1,blend,blend,0.01,0.1,0.1,test_alpha,0.1,0.6612249436936937,0.3188860508688277,0.976784,0.8923637277066064,,,,0.2551088406950622,0.528979954954955
tiny_imagenet,vgg,129,1,blend,blend,0.01,0.15,0.15,test_alpha,0.15,0.6869119489635267,0.27836698649958824,0.996683,0.9572971615172068,,,,0.2226935891996706,0.5495295591708214
tiny_imagenet,vgg,130,1,blend,blend,0.01,0.2,0.2,test_alpha,0.2,0.7622126076898532,0.2643518340534905,0.999196,0.984049233860839,,,,0.2114814672427924,0.6097700861518827
tiny_imagenet,vgg,131,1,blend,blend,0.01,0.25,0.25,test_alpha,0.25,0.708855404159247,0.24602493703275863,0.999497,0.9874403416227079,,,,0.1968199496262069,0.5670843233273976
tiny_imagenet,vgg,132,1,blend,blend,0.01,0.3,0.3,test_alpha,0.3,0.7708012544348708,0.2762814519492185,0.999899,0.9912082391358955,,,,0.2210251615593748,0.6166410035478966
tiny_imagenet,vgg,133,1,blend,blend,0.05,0.01,0.01,test_alpha,0.01,0.7415482299670693,0.39639439822865763,0.296181,0.1145440844009043,,,,0.31711551858292614,0.5932385839736555
tiny_imagenet,vgg,134,1,blend,blend,0.05,0.05,0.05,test_alpha,0.05,0.575362400530504,0.28043908428595654,0.982513,0.9469982416478272,,,,0.22435126742876524,0.46028992042440325
